timestamp1,humidity,light_intensity,motion_detected,temperature
1/1/2025 23:09,48.8,754.13,TRUE,27.5
1/1/2025 23:09,64.76,688.29,TRUE,29.69
1/1/2025 23:09,52.59,506.09,TRUE,29.36
1/1/2025 23:09,44.66,480.84,FALSE,28.98
1/1/2025 23:09,59.63,787.74,FALSE,29.8
1/1/2025 23:09,65.81,626.24,TRUE,20.25
1/1/2025 23:08,65.03,464.49,TRUE,20.3
1/1/2025 23:08,49.39,452.09,FALSE,27.59
1/1/2025 23:08,54.08,265.28,FALSE,22.25
1/1/2025 23:08,44.14,575.03,TRUE,20.29
1/1/2025 23:08,42.96,201.05,FALSE,21.45
1/1/2025 23:08,52.71,777.61,FALSE,29.67
1/1/2025 23:07,67.02,485.23,TRUE,25.39
1/1/2025 23:07,45.75,230.1,FALSE,27.7
1/1/2025 23:07,63.69,585.14,FALSE,27.48
1/1/2025 23:07,57.85,631.81,FALSE,20.21
1/1/2025 23:07,40.41,619.45,TRUE,27.92
1/1/2025 23:07,45.01,492.57,FALSE,29.66
1/1/2025 23:06,53.31,448.71,FALSE,29.77
1/1/2025 23:06,50.51,441.3,FALSE,28.97
1/1/2025 23:06,45.62,657.81,FALSE,21.63
1/1/2025 23:06,44.65,692.57,FALSE,21.4
1/1/2025 23:06,66.47,416.31,FALSE,24.15
1/1/2025 23:06,48.56,419.53,TRUE,20.65
1/1/2025 23:05,63.47,758.66,FALSE,26.8
1/1/2025 23:05,64.85,598.44,FALSE,24.8
1/1/2025 23:05,42.32,360.37,TRUE,29.58
